Timestamp,EPC,Antenna,RSSI,Channel,Address
1560932100945728,E2000019510802011320B0CC,4,-66,867.5,SpeedwayR-12-CB-07.local
1560932100947317,E2000019510802051320B90E,4,-70,867.5,SpeedwayR-12-CB-07.local
1560932100982286,E2000019510802051320B90E,1,-68,867.5,SpeedwayR-12-CB-07.local
1560932101013394,E2000019510802051320B90E,2,-66,867.5,SpeedwayR-12-CB-07.local
1560932101017148,E2000019510802011320B0CC,2,-68.5,867.5,SpeedwayR-12-CB-07.local
1560932101047595,E2000019510802091320B910,3,-68,867.5,SpeedwayR-12-CB-07.local
1560932101084272,E2000019510802051320B90E,4,-69,867.5,SpeedwayR-12-CB-07.local
1560932101085557,E2000019510802091320B910,4,-67.5,867.5,SpeedwayR-12-CB-07.local
1560932101088928,E2000019510802011320B0CC,4,-65.5,867.5,SpeedwayR-12-CB-07.local
1560932101120493,E2000019510802051320B90E,1,-68,867.5,SpeedwayR-12-CB-07.local
1560932101154427,E2000019510802011320B0CC,2,-68,867.5,SpeedwayR-12-CB-07.local
1560932101155488,E2000019510802051320B90E,2,-65,867.5,SpeedwayR-12-CB-07.local
1560932101186891,E2000019510802091320B910,3,-68.5,867.5,SpeedwayR-12-CB-07.local
1560932101224743,E2000019510802011320B0CC,4,-64.5,867.5,SpeedwayR-12-CB-07.local
1560932101225787,E2000019510802051320B90E,4,-69.5,867.5,SpeedwayR-12-CB-07.local
1560932101227029,E2000019510802091320B910,4,-68,867.5,SpeedwayR-12-CB-07.local
1560932101258489,E2000019510802051320B90E,1,-67.5,867.5,SpeedwayR-12-CB-07.local
1560932101288669,E2000019510802051320B90E,2,-65.5,867.5,SpeedwayR-12-CB-07.local
1560932101292341,E2000019510802011320B0CC,2,-68,867.5,SpeedwayR-12-CB-07.local
1560932101327551,E2000019510802091320B910,3,-69,867.5,SpeedwayR-12-CB-07.local
1560932101359472,E2000019510802091320B910,4,-68,867.5,SpeedwayR-12-CB-07.local
1560932101360531,E2000019510802051320B90E,4,-69,867.5,SpeedwayR-12-CB-07.local
1560932101362058,E2000019510802011320B0CC,4,-65.5,867.5,SpeedwayR-12-CB-07.local
1560932101393886,E2000019510802051320B90E,1,-68.5,867.5,SpeedwayR-12-CB-07.local
1560932101429077,E2000019510802011320B0CC,2,-68.5,867.5,SpeedwayR-12-CB-07.local
1560932101430296,E2000019510802051320B90E,2,-65,867.5,SpeedwayR-12-CB-07.local
1560932101460593,E2000019510802091320B910,3,-68.5,867.5,SpeedwayR-12-CB-07.local
1560932101507244,E2000019510802051320B90E,1,-67.5,867.5,SpeedwayR-12-CB-07.local
1560932101544656,E2000019510802051320B90E,2,-65.5,867.5,SpeedwayR-12-CB-07.local
1560932101546782,E2000019510802011320B0CC,2,-68,867.5,SpeedwayR-12-CB-07.local
1560932101579597,E2000019510802091320B910,3,-69,867.5,SpeedwayR-12-CB-07.local
1560932101613066,E2000019510802051320B90E,4,-70.5,867.5,SpeedwayR-12-CB-07.local
1560932101616405,E2000019510802011320B0CC,4,-65.5,867.5,SpeedwayR-12-CB-07.local
1560932101619572,E2000019510802091320B910,4,-69,867.5,SpeedwayR-12-CB-07.local
1560932101650376,E2000019510802051320B90E,1,-67,867.5,SpeedwayR-12-CB-07.local
1560932101685668,E2000019510802011320B0CC,2,-67.5,867.5,SpeedwayR-12-CB-07.local
1560932101686769,E2000019510802051320B90E,2,-64.5,867.5,SpeedwayR-12-CB-07.local
1560932101720188,E2000019510802091320B910,3,-69,867.5,SpeedwayR-12-CB-07.local
1560932101752475,E2000019510802091320B910,4,-67.5,867.5,SpeedwayR-12-CB-07.local
